Cod_CP,Nome_CP,Nome_professione (vedi esempi),Annuncio
2.1.1.3.2,Statistici,BUSINESS REPORTING ANALYST EMEA,"Il lavoro
La risorsa verrà inserira a supporto del Business Reporting Manager e si occuperà della produzione di report e analisi dati per il segmento Finance EMEA. Svilupperà, analizzerà, convaliderà e pubblicherà le informazioni necessarie per supportare l'azienda.
Nello specifico si occuperà di:
- Individuare le aree di opportunità per una migliore gestione e consegna dei dati. Valutare le esigenze e tradurle in requisiti di analisi / reportistica e garantire la corretta consegna di analisi / report
- Migliorare e semplificare i processi relativi al flusso e alla qualità dei dati per migliorare l'accuratezza, la fattibilità e il valore dei dati
- Fornire e gestire report per gli indicatori chiave di prestazione (KPI) con attività specifiche sui prestiti al dettaglio.
- Partecipare a progetti interfunzionali al fine di essere in grado di fornire gli elementi di dati necessari e i requisiti di comunicazione
- Fornire supporto e guida ai dirigenti aziendali sviluppando strumenti per elaborare i dati e fornire analisi approfondite per specifici dipartimenti funzionali all'interno dell'area di riferimento.
- Collaborare con il reparto IT nell'ottica di miglioramento dei processi di estrazione e rilevamento dati.

Il profilo
Il/la candidato/a ideale possiede laurea, anche triennale, in ambito economico o matematico-statistico. Conosce la lingua inglese ad un buon livello, sia scritto che parlato.
Presenta ottima conoscenza di Excel, Access e PowerPoint la conoscenza di strumenti come Macro e VBA costituirà un plus.
Gradita esperienza, anche breve, in ruoli similari, che prevedono estrazione ed analisi di grandi quantità di dati.
La persona deve possedere spiccate capacità analitiche e un pensiero orientato verso la statistica.
Capacità di lavoro sotto stress, organizzazione, ottime doti comunicative completano il profilo

Il contratto
Si offre contratto in somministrazione a tempo determinato con prospettive."
2.1.1.3.2,Statistici,Tecnico controllo qualità,"Importante Azienda cliente operante nel settore dei materiali compositi ci ha incaricati di ricercare un/una: Tecnico Controllo Qualità La risorsa si occuperà di monitorare i processi aziendali per verificare l'applicazione dei protocolli e il rispetto delle procedure predefinite. Pianificherà attività di controllo qualità e verifiche interne per assicurare che i processi e i prodotti finiti raggiungano le specifiche tecniche desiderate. Valuterà i requisiti ed i valori tecnici di riferimento dei materiali e dei semilavorati utilizzati, assicurerà il raggiungimento degli standard di qualità in tutte le fasi di lavorazione. Intraprenderà le azioni correttive necessarie alla risoluzione delle situazioni di non conformità.
Il candidato ideale ha maturato un'esperienza pregressa nel ruolo di almeno 2-3 anni, ha conseguito una Laurea Triennale o Magistrale ad indirizzo tecnico, conosce la normativa ISO 9001 e 9100, conosce gli strumenti di metrologia e gli elementi di statistica. Completano il profilo precisione, determinazione, attitudine alla leadership."
2.1.1.3.2,Statistici,Addetto Back Office Finanziario,"Azienda operante nel settore Lavorazione-Altri Minerali ricerca
Descrizione
Cerchiamo per azienda nostra cliente un addetto back office con ottimo inglese e tedesco
Il candidato ideale deve essere in possesso di laurea anche triennale in economia/statistica/mediazione linguistica.Richiesto inglese e tedesco fluente, meglio se in possesso di breve esperienza in azienda"
2.1.1.3.2,Statistici,back office commerciale,"La risorsa sarà inserita nell'area commerciale come supporto alla forza vendite nella presa ordini, elaborazione offerte, gestione promozioni, controllo listini, ecc.. Dovrà inoltre supportare il trade marketing nella creazione di strumenti di reportistica, nella valutazione dei parametri di performance e nello sviluppo di attività nei punti vendita dei clienti.
competenze
Il candidato ideale è in possesso dei seguenti requisiti:- laureato / laureando in materie economiche (anche triennale) / ingegneristiche / statistiche;- interesse al settore commerciale (settore alimentare, commercio con la GDO);- conoscenza dell'uso di Excel;- conoscenza della lingua inglese (almeno un B1) Si offrono:- contratto di stage 3/6 mesi con rimborso spese ai fini di inserimento nell'organico a tempo indeterminato; - opportunità di successiva crescita professionale sia nelle vendite che nel trade marketing.
livello di studio
Laurea di primo livello (3 anni)"
3.1.2.3.0,Tecnici web,addetto alla gestione dei contenuti web/addetta alla gestione dei contenuti web,"Importante azienda che opera nel mercato dell’Aerospazio e Difesa, situata nel comprensorio ravennate, ricerca ADDETTO/A MARKETING che elaborerà contenuti grafici e testuali ai fini della produzione interna delle brochure di prodotto e del sito web istituzionale, inoltre seguirà la gestione strategica ed operativa dei canali social e la produzione dei relativi contenuti. Infine, gestirà pubbliche relazioni tramite newsletter, comunicati stampa e organizzazione di eventi aziendali, fiere e meeting.  Si richiedono: ottimo utilizzo del Pacchetto Office e di programmi quali Photoshop, illustrator, InDesign, Premier Pro, Adobe Acrobat e conoscenza della lingua inglese. E’ gradita un’esperienza maturata in ruolo analogo, pur non escludendo profili junior da formare, con elevato potenziale di crescita.  Inquadramento e retribuzione saranno commisurati alle effettive esperienze e competenze. Residenza in Provincia di Ravenna o in quelle limitrofe. Disponibilità ad effettuare trasferte per la partecipazione a fiere ed eventi."
3.1.2.3.0,Tecnici web,Gestore di strumenti social aziendali,"Fondazione Consulenti per il lavoro cerca un Social media manager per la definizione della strategia di web marketing intorno ai social network, la gestione e l'amministrazione dei canali social attivati. Si richiede: - Laurea in marketing o comunicazione -- Esperienza di almeno 5 anni nella gestione di progetti di marketing e comunicazione (sia presso agenzie che come freelance) - Ottime capacità di utilizzo del pacchetto office - Conoscenza dei principi base di Adobe Photoshop e Illustrator - Comprovata esperienza di gestione di campagne Facebook Ads - Conoscenza e capacità di utilizzo dei principali social media, sia per la parte di pianificazione che per la parte di community management. - Ottima capacità di scrittura. Altre caratteristiche richieste:Buon livello di conoscenze SEO, sia strategiche che operative.- Buona conoscenza di HTML e CSS, sia relativa all'aggiornamento di contenuti che all'implementazione e modifica di template- HTML di base - Capacità di misurazione e reporting Altre caratteristiche richieste:Buon livello di conoscenze SEO, sia strategiche che operative.- Familiarità con l'email marketing e con almeno un sistema di invio e gestione newsletter (preferibilimente Sendinblue) Inquadramento: Impiegato/a TEMPO DETERMINATO CON OBIETTIVO DI INSERIMENTO Tipo contratto offerto: tempo determinato"
3.1.2.3.0,Tecnici web,Amministratore di siti web,"Tempo pieno, Part-time Cerchiamo giovani risorse con le seguenti competenza Realizzazione di siti web Buona conoscenza di C/C++, sia sviluppo che design; Programmazione ad Oggetti e conoscenza dei pattern più comuni; Buone conoscenze matematiche; Passione per i videogiochi; Flessibilità e propensione all’adattare i processi di sviluppo a variazioni in corsa; Serietà e rispetto delle responsabilità e delle tempistiche; Conoscenza di OpenGL e/o OpenGL ES; Esperienza nello sviluppo iPhone; Esperienza dimostrabile relativa allo sviluppo videogiochi; Interesse nel collaborare nell’ideazione di nuovi giochi; Gestione codice sorgente Sviluppo Client/Server Logica e Gameplay Progettista web Web architet Esperto di usabilità web Grafico Illustratore Fotografo Web video maker Grafico 3d o Motion Designer Web art director Online editor Sviluppatore e programmatore Sviluppatore HTML o web designer Database administrator Editor di contenuti o web-editor Copy writer Webmaster Sistemista Data entry Esperto di informatica giuridica Online store manager Web project manager Quality assurance engineer Localizzatore Sviluppatore di App Contratto di lavoro: Part-time Contratto di lavoro: Tempo pieno, Part-time Esperienza:programmatore ,informatico o simili: 1 anno (Opzionale)"
3.1.2.3.0,Tecnici web,Web master,"Per attività presso ns importante cliente, cerchiamo n. 2 profili WebMaster Seniority : Junior (>= 1 anno) e Senior (almeno 2/3 anni). Il candidato deve possedere le seguenti caratteristiche: – Ottima conoscenza HTML5 – Ottima Conoscenza Piattaforme CMS – Buona Conoscenza di Photoshop, Illustrator, Realizzazione siti web Ottima conoscenza lingua Inglese Costituirà titolo preferenziale Esperienza di Web Copywriting SEO Oriented Si occuperà di: – Progettazione Layout – Macrosegmentazione – Attività quotidiana di aggiornamento dei siti online – Inserimento e pubblicazione di contenuti – Strutturazione dei contenuti con HTML5 – Gestione contenuti con CMS Salesforce o ADOBE AEM – Elaborazione di immagini (taglio nei formati necessari, effetti, ritocchi, fotomontaggi) con Adobe Photoshop – Creazione pagine di atterraggio Sono inoltre requisiti essenziali la capacità di lavorare sia in team che in modo autonomo, forte motivazione e interesse per il lavoro. E’ previsto un impegno fulltime .Zona di lavoro Roma Fiumicino. Contratto a p.iva/t.determinato rinnovabile. I candidati interessati possono inviare il CV aggiornato in formato .doc, rilasciando specifica autorizzazione al trattamento dei dati personali, ed indicando l’attuale inquadramento e tempi di disponibilità. L’offerta è da intendersi rivolta a candidati ambosessi (L.903/77)."
3.1.2.3.0,Tecnici web, sviluppatore web,"Siamo alla ricerca di uno sviluppatore web per la progettazione/sviluppo di siti e web-app, la gestione di piattaforme CMS, attività di assistenza e manutenzione informatica. Caratteristiche richieste: buona conoscenza PHP, Javascript, HTML buona autonomia operativa e attitudine positiva nell'imparare nuove tecnologie buona conoscenza della lingua inglese"
3.1.2.3.0,Tecnici web,Tecnici web,"Tempo pieno, Partita IVA, Tempo indeterminato Gruppo Gruppo Ingegneria Gestionale (N. Aut.Min.Lavoro A944S055958), www.gruppoingegneria.it/chi-siamo, ricerca un tecnico per attività di: creazione, gestione e pubblicazione siti web; Grafica. Il Candidato si occuperà di sviluppare siti web sia Front-End che Back-End per aziende clienti, dovrà sapersi muovere sulla piattaforma Wordpress (installazione, configurazione, utilizzo e principali plug-in); leggere/scrivere parti di codice in HTML e CSS; ideare e gestire progetti grafici cartacei e digitali (brochure, magazine, banner, cataloghi….) .Gradite conoscenze anche di SEO web writing; Javascript, PHP, Utilizzo di tutto il pacchetto Adobe (photoshop, Illustrator e indesign).La risorsa darà dovrà poter dare supporto ai colleghi per risolvere quotidiani problemi tecnici (pc, rete, stampante etc...)Completano il profilo: predisposizione al problem solving, capacità organizzativa, predisposizione all’apprendimento, orientamento all’obiettivo e fantasia.La figura si interfaccerà con il coordinatore dell’area e con tutti i colleghi delle aree di lavoro di Gruppo Ingegneria Gestionale, avrà contatto diretto con il cliente.Al candidato sarà proposto qualche giorno di prova, a seguire, un tirocinio con previsione di inserimento e di crescita personale attraverso un piano di formazione personalizzato. Al colloquio verrà definito l’accordo economico.si offre: Assunzione a tempo pieno con contratto apprendista o dipendente, o collaborazione a tempo pieno con Partita Iva, dopo periodo di prova. Formazione continua pagata da Gruppo Ingegneria . Sede di lavoro accogliente e colorata con cucina, bagni dotati di doccia, ampio giardino. Lavoro serio e stabile per molti anni. Gruppo Ingegneria ha 23 anni di vita e va molto bene, abbiamo bisogno di persone brave che stiano con noi per i prossimi 30 anni.Contratto di lavoro: Tempo pieno, Partita IVA, Tempo indeterminato. Esperienza: tecnico web e grafica o simili: 1 anno (Opzionale) Località:Bologna, Emilia-Romagna (Obbligatorio)"
